time,header,status,latitude,longitude,altitude,position_covariance,position_covariance_type
2023/07/13 14:48:03.937979795,"{'stamp': {'secs': 1689252483, 'nsecs': 931842227}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699771,10.3295557,54.480550529676755,{'': ''},2
2023/07/13 14:48:04.33494946,"{'stamp': {'secs': 1689252484, 'nsecs': 30958138}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699771,10.3295557,54.480550529676755,{'': ''},2
2023/07/13 14:48:04.130545293,"{'stamp': {'secs': 1689252484, 'nsecs': 128987883}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699772,10.3295557,54.4705503759604,{'': ''},2
2023/07/13 14:48:04.229670435,"{'stamp': {'secs': 1689252484, 'nsecs': 226841315}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699772,10.3295558,54.47055021025884,{'': ''},2
2023/07/13 14:48:04.336870034,"{'stamp': {'secs': 1689252484, 'nsecs': 331052036}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699772,10.3295558,54.47055021025884,{'': ''},2
2023/07/13 14:48:04.429846237,"{'stamp': {'secs': 1689252484, 'nsecs': 428299604}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699773,10.3295558,54.470550056542464,{'': ''},2
2023/07/13 14:48:04.537880364,"{'stamp': {'secs': 1689252484, 'nsecs': 532837192}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699773,10.3295558,54.470550056542464,{'': ''},2
2023/07/13 14:48:04.639374427,"{'stamp': {'secs': 1689252484, 'nsecs': 630286684}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699774,10.3295559,54.470549737124486,{'': ''},2
2023/07/13 14:48:04.731127994,"{'stamp': {'secs': 1689252484, 'nsecs': 728259652}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699774,10.3295559,54.470549737124486,{'': ''},2
2023/07/13 14:48:04.833594547,"{'stamp': {'secs': 1689252484, 'nsecs': 830909666}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699774,10.3295559,54.470549737124486,{'': ''},2
2023/07/13 14:48:04.931616052,"{'stamp': {'secs': 1689252484, 'nsecs': 929561498}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699775,10.3295559,54.47054958340804,{'': ''},2
2023/07/13 14:48:05.29880817,"{'stamp': {'secs': 1689252485, 'nsecs': 28616404}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699775,10.3295559,54.47054958340804,{'': ''},2
2023/07/13 14:48:05.130647567,"{'stamp': {'secs': 1689252485, 'nsecs': 128307071}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699775,10.3295559,54.47054958340804,{'': ''},2
2023/07/13 14:48:05.232702711,"{'stamp': {'secs': 1689252485, 'nsecs': 229284578}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699776,10.329556,54.47054926398997,{'': ''},2
2023/07/13 14:48:05.331564832,"{'stamp': {'secs': 1689252485, 'nsecs': 328907191}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699776,10.329556,54.47054926398997,{'': ''},2
2023/07/13 14:48:05.432220286,"{'stamp': {'secs': 1689252485, 'nsecs': 430363286}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699777,10.3295562,54.47054877887028,{'': ''},2
2023/07/13 14:48:05.529748068,"{'stamp': {'secs': 1689252485, 'nsecs': 528574135}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699777,10.3295563,54.470548613168674,{'': ''},2
2023/07/13 14:48:05.631474753,"{'stamp': {'secs': 1689252485, 'nsecs': 630182543}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699778,10.3295564,54.4705482937505,{'': ''},2
2023/07/13 14:48:05.737251935,"{'stamp': {'secs': 1689252485, 'nsecs': 729888822}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699779,10.3295564,54.47054814003395,{'': ''},2
2023/07/13 14:48:05.833016864,"{'stamp': {'secs': 1689252485, 'nsecs': 829846654}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699779,10.3295565,54.4705479743323,{'': ''},2
2023/07/13 14:48:05.931691541,"{'stamp': {'secs': 1689252485, 'nsecs': 929164140}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.469978,10.3295566,54.47054765491408,{'': ''},2
2023/07/13 14:48:06.30822200,"{'stamp': {'secs': 1689252486, 'nsecs': 28824886}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699781,10.3295567,54.46054733549579,{'': ''},2
