time,header,pose
2023/07/13 14:48:10.250373056,"{'stamp': {'secs': 1689252490, 'nsecs': 247615026}, 'frame_id': 'map'}","{'position': {'x': -1.6022655963897705, 'y': -0.32343995571136475, 'z': -1.5849359035491943}, 'orientation': {'x': 0.013710267679839608, 'y': 0.019293356846684186, 'z': -0.997058670317938, 'w': -0.0728958358588398}}"
2023/07/13 14:48:10.348055398,"{'stamp': {'secs': 1689252490, 'nsecs': 346447598}, 'frame_id': 'map'}","{'position': {'x': -1.6043376922607422, 'y': -0.31928062438964844, 'z': -1.5835862159729004}, 'orientation': {'x': 0.013711007539355667, 'y': 0.019306809074275226, 'z': -0.9970590864756663, 'w': -0.07288644230537816}}"
2023/07/13 14:48:10.442527511,"{'stamp': {'secs': 1689252490, 'nsecs': 440531715}, 'frame_id': 'map'}","{'position': {'x': -1.6064293384552002, 'y': -0.3172449767589569, 'z': -1.5836989879608154}, 'orientation': {'x': 0.01372056446189512, 'y': 0.019345738760710475, 'z': -0.9970574246990437, 'w': -0.07289705313083872}}"
2023/07/13 14:48:10.539331251,"{'stamp': {'secs': 1689252490, 'nsecs': 537550026}, 'frame_id': 'map'}","{'position': {'x': -1.6080788373947144, 'y': -0.3161405324935913, 'z': -1.5837340354919434}, 'orientation': {'x': 0.013720527270721131, 'y': 0.019383504574019293, 'z': -0.9970567903941316, 'w': -0.07289570365114062}}"
2023/07/13 14:48:10.649774772,"{'stamp': {'secs': 1689252490, 'nsecs': 635753123}, 'frame_id': 'map'}","{'position': {'x': -1.6088947057724, 'y': -0.31277018785476685, 'z': -1.5840213298797607}, 'orientation': {'x': 0.013735512654237019, 'y': 0.01938408010144846, 'z': -0.9970566976012719, 'w': -0.07289399768973892}}"
2023/07/13 14:48:10.743363893,"{'stamp': {'secs': 1689252490, 'nsecs': 742514438}, 'frame_id': 'map'}","{'position': {'x': -1.609679102897644, 'y': -0.3105672597885132, 'z': -1.5834424495697021}, 'orientation': {'x': 0.01372132154827792, 'y': 0.019382128910962335, 'z': -0.9970583402111699, 'w': -0.07287471872463647}}"
2023/07/13 14:48:10.844300687,"{'stamp': {'secs': 1689252490, 'nsecs': 842133374}, 'frame_id': 'map'}","{'position': {'x': -1.6133607625961304, 'y': -0.3066369891166687, 'z': -1.5859365463256836}, 'orientation': {'x': 0.013746630819727526, 'y': 0.019389731283114813, 'z': -0.9970585561941396, 'w': -0.07286497088404115}}"
2023/07/13 14:48:10.947035335,"{'stamp': {'secs': 1689252490, 'nsecs': 944604913}, 'frame_id': 'map'}","{'position': {'x': -1.6158638000488281, 'y': -0.3040662109851837, 'z': -1.5870897769927979}, 'orientation': {'x': 0.013773890578168404, 'y': 0.019382902835780983, 'z': -0.9970576469870325, 'w': -0.07287408044484278}}"
2023/07/13 14:48:11.45825229,"{'stamp': {'secs': 1689252491, 'nsecs': 40435222}, 'frame_id': 'map'}","{'position': {'x': -1.6153582334518433, 'y': -0.3010901212692261, 'z': -1.5888638496398926}, 'orientation': {'x': 0.013740463304690578, 'y': 0.01938063761001901, 'z': -0.9970599336731747, 'w': -0.0728497029345081}}"
2023/07/13 14:48:11.145049551,"{'stamp': {'secs': 1689252491, 'nsecs': 143039050}, 'frame_id': 'map'}","{'position': {'x': -1.6149898767471313, 'y': -0.29881206154823303, 'z': -1.590080976486206}, 'orientation': {'x': 0.013710898285473417, 'y': 0.019401786164006365, 'z': -0.9970604735959279, 'w': -0.07284225390880905}}"
2023/07/13 14:48:11.254344782,"{'stamp': {'secs': 1689252491, 'nsecs': 253334217}, 'frame_id': 'map'}","{'position': {'x': -1.6140002012252808, 'y': -0.29326632618904114, 'z': -1.5911321640014648}, 'orientation': {'x': 0.013689526170777249, 'y': 0.019391995208710867, 'z': -0.9970599850252222, 'w': -0.07285556709372965}}"
2023/07/13 14:48:11.345619824,"{'stamp': {'secs': 1689252491, 'nsecs': 340933033}, 'frame_id': 'map'}","{'position': {'x': -1.6135129928588867, 'y': -0.2900407016277313, 'z': -1.5921952724456787}, 'orientation': {'x': 0.013695123793025657, 'y': 0.019365781488178822, 'z': -0.9970602167047438, 'w': -0.07285831700180201}}"
2023/07/13 14:48:11.453257125,"{'stamp': {'secs': 1689252491, 'nsecs': 446176745}, 'frame_id': 'map'}","{'position': {'x': -1.613101601600647, 'y': -0.2892868220806122, 'z': -1.594257116317749}, 'orientation': {'x': 0.013679318485191612, 'y': 0.019433423713047796, 'z': -0.9970588260564541, 'w': -0.07286230624606754}}"
2023/07/13 14:48:11.537610564,"{'stamp': {'secs': 1689252491, 'nsecs': 536394816}, 'frame_id': 'map'}","{'position': {'x': -1.6129255294799805, 'y': -0.2887085974216461, 'z': -1.5968546867370605}, 'orientation': {'x': 0.01368420197942558, 'y': 0.01948725675613345, 'z': -0.9970570427056002, 'w': -0.07287141436441069}}"
2023/07/13 14:48:11.643581825,"{'stamp': {'secs': 1689252491, 'nsecs': 640226726}, 'frame_id': 'map'}","{'position': {'x': -1.6135205030441284, 'y': -0.2857814133167267, 'z': -1.5996439456939697}, 'orientation': {'x': 0.013703100360791481, 'y': 0.019492960156688506, 'z': -0.9970566900448639, 'w': -0.07287116289460499}}"
2023/07/13 14:48:11.748016859,"{'stamp': {'secs': 1689252491, 'nsecs': 742726389}, 'frame_id': 'map'}","{'position': {'x': -1.6142405271530151, 'y': -0.28398966789245605, 'z': -1.6020379066467285}, 'orientation': {'x': 0.013707285310802906, 'y': 0.019486501810833886, 'z': -0.9970556953042897, 'w': -0.07288571216544426}}"
2023/07/13 14:48:11.850269950,"{'stamp': {'secs': 1689252491, 'nsecs': 846154154}, 'frame_id': 'map'}","{'position': {'x': -1.6148080825805664, 'y': -0.27921852469444275, 'z': -1.600902795791626}, 'orientation': {'x': 0.013708750706948073, 'y': 0.01945024628890347, 'z': -0.9970549364996049, 'w': -0.07290549825030057}}"
2023/07/13 14:48:11.947171553,"{'stamp': {'secs': 1689252491, 'nsecs': 943599196}, 'frame_id': 'map'}","{'position': {'x': -1.6155667304992676, 'y': -0.27628883719444275, 'z': -1.5993762016296387}, 'orientation': {'x': 0.01370748292708399, 'y': 0.019426925960831183, 'z': -0.9970563203022214, 'w': -0.07289302850691803}}"
2023/07/13 14:48:12.45532814,"{'stamp': {'secs': 1689252492, 'nsecs': 39822773}, 'frame_id': 'map'}","{'position': {'x': -1.6162053346633911, 'y': -0.27379533648490906, 'z': -1.5968897342681885}, 'orientation': {'x': 0.01369901300188184, 'y': 0.019447165311341198, 'z': -0.9970567981454687, 'w': -0.07288268708022377}}"
2023/07/13 14:48:12.148033397,"{'stamp': {'secs': 1689252492, 'nsecs': 137903636}, 'frame_id': 'map'}","{'position': {'x': -1.617012619972229, 'y': -0.2719433009624481, 'z': -1.5963428020477295}, 'orientation': {'x': 0.013717669947995075, 'y': 0.01946701078649151, 'z': -0.9970567801215592, 'w': -0.07287412596982235}}"
2023/07/13 14:48:12.250277890,"{'stamp': {'secs': 1689252492, 'nsecs': 248683071}, 'frame_id': 'map'}","{'position': {'x': -1.616774082183838, 'y': -0.2674488425254822, 'z': -1.5943002700805664}, 'orientation': {'x': 0.013714942294161979, 'y': 0.019453379818282074, 'z': -0.9970584529864647, 'w': -0.07285538895477323}}"
2023/07/13 14:48:12.347768481,"{'stamp': {'secs': 1689252492, 'nsecs': 346059218}, 'frame_id': 'map'}","{'position': {'x': -1.6170475482940674, 'y': -0.26511073112487793, 'z': -1.593785285949707}, 'orientation': {'x': 0.013698374757075396, 'y': 0.019446410831846735, 'z': -0.997058392694513, 'w': -0.07286119126261986}}"
2023/07/13 14:48:12.435950673,"{'stamp': {'secs': 1689252492, 'nsecs': 435162958}, 'frame_id': 'map'}","{'position': {'x': -1.6168529987335205, 'y': -0.2589980363845825, 'z': -1.5926334857940674}, 'orientation': {'x': 0.01369664539893113, 'y': 0.019399543769093607, 'z': -0.9970611484026437, 'w': -0.07283629557005317}}"
2023/07/13 14:48:12.538785809,"{'stamp': {'secs': 1689252492, 'nsecs': 537061046}, 'frame_id': 'map'}","{'position': {'x': -1.6170215606689453, 'y': -0.25455427169799805, 'z': -1.5926036834716797}, 'orientation': {'x': 0.013720057248610336, 'y': 0.01937312070049152, 'z': -0.997061871445485, 'w': -0.07282902397427926}}"
2023/07/13 14:48:12.650353885,"{'stamp': {'secs': 1689252492, 'nsecs': 645865369}, 'frame_id': 'map'}","{'position': {'x': -1.617494821548462, 'y': -0.25136327743530273, 'z': -1.5894768238067627}, 'orientation': {'x': 0.013744997988586997, 'y': 0.01938545232968026, 'z': -0.9970612613651686, 'w': -0.07282939209664202}}"
2023/07/13 14:48:12.756608693,"{'stamp': {'secs': 1689252492, 'nsecs': 751526387}, 'frame_id': 'map'}","{'position': {'x': -1.6182724237442017, 'y': -0.2493647187948227, 'z': -1.5885205268859863}, 'orientation': {'x': 0.01373817077653333, 'y': 0.019398706703283485, 'z': -0.9970624659936194, 'w': -0.07281065683454147}}"
2023/07/13 14:48:12.855785454,"{'stamp': {'secs': 1689252492, 'nsecs': 851892007}, 'frame_id': 'map'}","{'position': {'x': -1.6184478998184204, 'y': -0.24687360227108002, 'z': -1.5872843265533447}, 'orientation': {'x': 0.013726057990970325, 'y': 0.019410685752608226, 'z': -0.9970619783060878, 'w': -0.07281642690349727}}"
2023/07/13 14:48:12.940736787,"{'stamp': {'secs': 1689252492, 'nsecs': 938096014}, 'frame_id': 'map'}","{'position': {'x': -1.6194502115249634, 'y': -0.24576158821582794, 'z': -1.5884664058685303}, 'orientation': {'x': 0.013722089861844708, 'y': 0.019410447622620508, 'z': -0.9970611148244233, 'w': -0.07282906066942785}}"
2023/07/13 14:48:13.51246341,"{'stamp': {'secs': 1689252493, 'nsecs': 50752346}, 'frame_id': 'map'}","{'position': {'x': -1.6216636896133423, 'y': -0.2465083748102188, 'z': -1.5931284427642822}, 'orientation': {'x': 0.013735406829252452, 'y': 0.019458423380890315, 'z': -0.9970606379442354, 'w': -0.07282027616673209}}"
2023/07/13 14:48:13.144678350,"{'stamp': {'secs': 1689252493, 'nsecs': 140576757}, 'frame_id': 'map'}","{'position': {'x': -1.6238281726837158, 'y': -0.24753479659557343, 'z': -1.5965173244476318}, 'orientation': {'x': 0.013747053627315537, 'y': 0.019483982223402377, 'z': -0.9970598592631108, 'w': -0.0728219060414641}}"
2023/07/13 14:48:13.249557165,"{'stamp': {'secs': 1689252493, 'nsecs': 244965650}, 'frame_id': 'map'}","{'position': {'x': -1.6221076250076294, 'y': -0.2501325309276581, 'z': -1.603956699371338}, 'orientation': {'x': 0.013696395646717084, 'y': 0.019534739255360575, 'z': -0.9970596040618463, 'w': -0.07282134753317832}}"
2023/07/13 14:48:13.347492412,"{'stamp': {'secs': 1689252493, 'nsecs': 339901127}, 'frame_id': 'map'}","{'position': {'x': -1.6211888790130615, 'y': -0.25282052159309387, 'z': -1.609501838684082}, 'orientation': {'x': 0.013673254935298747, 'y': 0.01956730121458098, 'z': -0.9970586186373949, 'w': -0.07283044571840913}}"
2023/07/13 14:48:13.451765937,"{'stamp': {'secs': 1689252493, 'nsecs': 439915208}, 'frame_id': 'map'}","{'position': {'x': -1.6192893981933594, 'y': -0.2525172233581543, 'z': -1.6147685050964355}, 'orientation': {'x': 0.013632541050102615, 'y': 0.019544732394785918, 'z': -0.9970602229992596, 'w': -0.07282217363413734}}"
2023/07/13 14:48:13.553281300,"{'stamp': {'secs': 1689252493, 'nsecs': 546270473}, 'frame_id': 'map'}","{'position': {'x': -1.6189578771591187, 'y': -0.2534087300300598, 'z': -1.6184709072113037}, 'orientation': {'x': 0.013553741096234272, 'y': 0.019391267283378543, 'z': -0.9970537050141971, 'w': -0.07296700742735429}}"
2023/07/13 14:48:13.646987807,"{'stamp': {'secs': 1689252493, 'nsecs': 642559179}, 'frame_id': 'map'}","{'position': {'x': -1.6249594688415527, 'y': -0.25792449712753296, 'z': -1.6200768947601318}, 'orientation': {'x': 0.013667841432163557, 'y': 0.019549819033869896, 'z': -0.9970665096336692, 'w': -0.07272805547558875}}"
2023/07/13 14:48:13.739503601,"{'stamp': {'secs': 1689252493, 'nsecs': 736109317}, 'frame_id': 'map'}","{'position': {'x': -1.6310235261917114, 'y': -0.2627147138118744, 'z': -1.620936393737793}, 'orientation': {'x': 0.01375412568804975, 'y': 0.01962786380986172, 'z': -0.9970538783001635, 'w': -0.0728638096411488}}"
2023/07/13 14:48:13.841651700,"{'stamp': {'secs': 1689252493, 'nsecs': 834545707}, 'frame_id': 'map'}","{'position': {'x': -1.6435836553573608, 'y': -0.27229776978492737, 'z': -1.6222124099731445}, 'orientation': {'x': 0.013904309263285147, 'y': 0.019750615847478833, 'z': -0.9970589155400578, 'w': -0.07273308944105206}}"
2023/07/13 14:48:13.949410453,"{'stamp': {'secs': 1689252493, 'nsecs': 945805540}, 'frame_id': 'map'}","{'position': {'x': -1.6561399698257446, 'y': -0.2818772792816162, 'z': -1.6250543594360352}, 'orientation': {'x': 0.013981859384114408, 'y': 0.019837037896532378, 'z': -0.9970396522428573, 'w': -0.07295842234517258}}"
2023/07/13 14:48:14.44470434,"{'stamp': {'secs': 1689252494, 'nsecs': 39801234}, 'frame_id': 'map'}","{'position': {'x': -1.6697099208831787, 'y': -0.29062771797180176, 'z': -1.6280746459960938}, 'orientation': {'x': 0.014036159813424149, 'y': 0.019832267313062535, 'z': -0.997050015727242, 'w': -0.07280751011552278}}"
2023/07/13 14:48:14.147827072,"{'stamp': {'secs': 1689252494, 'nsecs': 146124976}, 'frame_id': 'map'}","{'position': {'x': -1.681072473526001, 'y': -0.298782616853714, 'z': -1.6300783157348633}, 'orientation': {'x': 0.014086566107352014, 'y': 0.0198908431030412, 'z': -0.9970415249026128, 'w': -0.07289801530786588}}"
2023/07/13 14:48:14.249393484,"{'stamp': {'secs': 1689252494, 'nsecs': 244345695}, 'frame_id': 'map'}","{'position': {'x': -1.6951191425323486, 'y': -0.31162452697753906, 'z': -1.6337311267852783}, 'orientation': {'x': 0.014125493910455025, 'y': 0.019936836192160405, 'z': -0.9970519837698479, 'w': -0.07273468667041322}}"
2023/07/13 14:48:14.343337333,"{'stamp': {'secs': 1689252494, 'nsecs': 337724179}, 'frame_id': 'map'}","{'position': {'x': -1.7056257724761963, 'y': -0.3214084506034851, 'z': -1.636772632598877}, 'orientation': {'x': 0.014137050204762197, 'y': 0.01998771615925308, 'z': -0.9970426299131968, 'w': -0.07284661385418889}}"
2023/07/13 14:48:14.447280762,"{'stamp': {'secs': 1689252494, 'nsecs': 445380408}, 'frame_id': 'map'}","{'position': {'x': -1.723930835723877, 'y': -0.3389696180820465, 'z': -1.6389851570129395}, 'orientation': {'x': 0.0141828762782368, 'y': 0.02008633727921963, 'z': -0.997047785038379, 'w': -0.07273994380836485}}"
2023/07/13 14:48:14.553673133,"{'stamp': {'secs': 1689252494, 'nsecs': 552107869}, 'frame_id': 'map'}","{'position': {'x': -1.7406803369522095, 'y': -0.35511404275894165, 'z': -1.6407437324523926}, 'orientation': {'x': 0.014236207211996465, 'y': 0.020202092732291947, 'z': -0.9970416066723238, 'w': -0.07278214353620038}}"
2023/07/13 14:48:14.652477977,"{'stamp': {'secs': 1689252494, 'nsecs': 641456184}, 'frame_id': 'map'}","{'position': {'x': -1.7503961324691772, 'y': -0.3628769814968109, 'z': -1.6394896507263184}, 'orientation': {'x': 0.014191661085710676, 'y': 0.02025099822744213, 'z': -0.9970522042113187, 'w': -0.07263192069449287}}"
2023/07/13 14:48:14.743062429,"{'stamp': {'secs': 1689252494, 'nsecs': 739572774}, 'frame_id': 'map'}","{'position': {'x': -1.7599074840545654, 'y': -0.3714597225189209, 'z': -1.638725996017456}, 'orientation': {'x': 0.014227161544504605, 'y': 0.020160049733941962, 'z': -0.9970511960430397, 'w': -0.0726641090102646}}"
2023/07/13 14:48:14.841260778,"{'stamp': {'secs': 1689252494, 'nsecs': 835787881}, 'frame_id': 'map'}","{'position': {'x': -1.7674027681350708, 'y': -0.38023141026496887, 'z': -1.640981912612915}, 'orientation': {'x': 0.014443147116940959, 'y': 0.020463924866326744, 'z': -0.9970461185125594, 'w': -0.07260620386346534}}"
2023/07/13 14:48:14.952009648,"{'stamp': {'secs': 1689252494, 'nsecs': 945730721}, 'frame_id': 'map'}","{'position': {'x': -1.776870608329773, 'y': -0.39011716842651367, 'z': -1.6424293518066406}, 'orientation': {'x': 0.01535055712454908, 'y': 0.022303589252907537, 'z': -0.9969824665636706, 'w': -0.07275212482823346}}"
2023/07/13 14:48:15.48687794,"{'stamp': {'secs': 1689252495, 'nsecs': 43484801}, 'frame_id': 'map'}","{'position': {'x': -1.783866047859192, 'y': -0.3926447033882141, 'z': -1.6310315132141113}, 'orientation': {'x': 0.014344296978379736, 'y': 0.025304506880474524, 'z': -0.9968107922774034, 'w': -0.07431128766901463}}"
2023/07/13 14:48:15.149835000,"{'stamp': {'secs': 1689252495, 'nsecs': 148340661}, 'frame_id': 'map'}","{'position': {'x': -1.7938777208328247, 'y': -0.3974928557872772, 'z': -1.597456693649292}, 'orientation': {'x': 0.0026337987703575535, 'y': 0.04212029865571206, 'z': -0.9959240740196499, 'w': -0.07971312522598534}}"
2023/07/13 14:48:15.246831945,"{'stamp': {'secs': 1689252495, 'nsecs': 238424629}, 'frame_id': 'map'}","{'position': {'x': -1.809325933456421, 'y': -0.40123361349105835, 'z': -1.5570659637451172}, 'orientation': {'x': -0.019606701766889414, 'y': 0.06532203869013455, 'z': -0.9937071794054753, 'w': -0.08885184356671189}}"
2023/07/13 14:48:15.342977676,"{'stamp': {'secs': 1689252495, 'nsecs': 339574816}, 'frame_id': 'map'}","{'position': {'x': -1.8296518325805664, 'y': -0.405659556388855, 'z': -1.4927728176116943}, 'orientation': {'x': -0.04100718622689866, 'y': 0.0920678107078468, 'z': -0.9898568163442251, 'w': -0.10012697961134737}}"
2023/07/13 14:48:15.452763215,"{'stamp': {'secs': 1689252495, 'nsecs': 447826443}, 'frame_id': 'map'}","{'position': {'x': -1.8483268022537231, 'y': -0.4116296172142029, 'z': -1.42694091796875}, 'orientation': {'x': -0.05430823490930049, 'y': 0.11309155973536761, 'z': -0.985857373435073, 'w': -0.11111324845110487}}"
2023/07/13 14:48:15.548924112,"{'stamp': {'secs': 1689252495, 'nsecs': 544541409}, 'frame_id': 'map'}","{'position': {'x': -1.8704380989074707, 'y': -0.4097588062286377, 'z': -1.3482229709625244}, 'orientation': {'x': -0.062277947375908506, 'y': 0.11744682793496067, 'z': -0.9835765902952197, 'w': -0.12208517887888154}}"
2023/07/13 14:48:15.638015866,"{'stamp': {'secs': 1689252495, 'nsecs': 634720876}, 'frame_id': 'map'}","{'position': {'x': -1.8966898918151855, 'y': -0.39870306849479675, 'z': -1.2800023555755615}, 'orientation': {'x': -0.05874037728592917, 'y': 0.1053334673881268, 'z': -0.9840098186398546, 'w': -0.131069086914732}}"
2023/07/13 14:48:15.744344824,"{'stamp': {'secs': 1689252495, 'nsecs': 736851870}, 'frame_id': 'map'}","{'position': {'x': -1.9249529838562012, 'y': -0.3871382474899292, 'z': -1.2098398208618164}, 'orientation': {'x': -0.03644111897504932, 'y': 0.09344456878266336, 'z': -0.985437973341644, 'w': -0.13730316132260573}}"
2023/07/13 14:48:15.855440667,"{'stamp': {'secs': 1689252495, 'nsecs': 849995177}, 'frame_id': 'map'}","{'position': {'x': -1.947523593902588, 'y': -0.36497020721435547, 'z': -1.1505073308944702}, 'orientation': {'x': -0.00602012065374178, 'y': 0.08129612269611343, 'z': -0.9868459865773909, 'w': -0.13960550618793333}}"
2023/07/13 14:48:15.942436976,"{'stamp': {'secs': 1689252495, 'nsecs': 940964896}, 'frame_id': 'map'}","{'position': {'x': -1.9626562595367432, 'y': -0.3472265303134918, 'z': -1.1201419830322266}, 'orientation': {'x': 0.009868193919959991, 'y': 0.05459073588229961, 'z': -0.9885827376450309, 'w': -0.14009511460019913}}"
2023/07/13 14:48:16.244733226,"{'stamp': {'secs': 1689252496, 'nsecs': 35961326}, 'frame_id': 'map'}","{'position': {'x': -1.991797924041748, 'y': -0.3389539420604706, 'z': -1.1141867637634277}, 'orientation': {'x': 0.018326761587904535, 'y': 0.022749530748285302, 'z': -0.9905773270776559, 'w': -0.13380264474261944}}"
2023/07/13 14:48:16.245334517,"{'stamp': {'secs': 1689252496, 'nsecs': 139562172}, 'frame_id': 'map'}","{'position': {'x': -2.015730619430542, 'y': -0.33735090494155884, 'z': -1.1180483102798462}, 'orientation': {'x': 0.02747326396994588, 'y': 0.0007098783200666527, 'z': -0.9926625885278528, 'w': -0.11775271197212867}}"
2023/07/13 14:48:16.245569293,"{'stamp': {'secs': 1689252496, 'nsecs': 234078150}, 'frame_id': 'map'}","{'position': {'x': -2.0314998626708984, 'y': -0.33822667598724365, 'z': -1.1261173486709595}, 'orientation': {'x': 0.03212409311568738, 'y': -0.012563299543620735, 'z': -0.994723186176858, 'w': -0.09662292185724802}}"
2023/07/13 14:48:16.346389699,"{'stamp': {'secs': 1689252496, 'nsecs': 345468744}, 'frame_id': 'map'}","{'position': {'x': -2.0416982173919678, 'y': -0.34784770011901855, 'z': -1.13642156124115}, 'orientation': {'x': 0.028880890537205117, 'y': -0.01781076902975654, 'z': -0.996310924161268, 'w': -0.07882393713375874}}"
2023/07/13 14:48:16.447210754,"{'stamp': {'secs': 1689252496, 'nsecs': 442631404}, 'frame_id': 'map'}","{'position': {'x': -2.0505263805389404, 'y': -0.3601531684398651, 'z': -1.1405733823776245}, 'orientation': {'x': 0.02326405739278601, 'y': -0.008218470005246286, 'z': -0.9971829274996868, 'w': -0.0708339571642877}}"
2023/07/13 14:48:16.545987844,"{'stamp': {'secs': 1689252496, 'nsecs': 545180388}, 'frame_id': 'map'}","{'position': {'x': -2.0557844638824463, 'y': -0.37087851762771606, 'z': -1.1463347673416138}, 'orientation': {'x': 0.014068764881464272, 'y': 0.004123448732256067, 'z': -0.9977022314267066, 'w': -0.06614623520226237}}"
2023/07/13 14:48:16.643646055,"{'stamp': {'secs': 1689252496, 'nsecs': 642719396}, 'frame_id': 'map'}","{'position': {'x': -2.066070795059204, 'y': -0.3803444504737854, 'z': -1.1506202220916748}, 'orientation': {'x': 0.009309235713820512, 'y': 0.0069868050050922725, 'z': -0.9978764050237197, 'w': -0.06408746354149675}}"
2023/07/13 14:48:16.751119571,"{'stamp': {'secs': 1689252496, 'nsecs': 750255356}, 'frame_id': 'map'}","{'position': {'x': -2.0829832553863525, 'y': -0.3894060254096985, 'z': -1.1522488594055176}, 'orientation': {'x': 0.018972341799337548, 'y': 0.0009730152953359426, 'z': -0.998133436167872, 'w': -0.058040908776487654}}"
2023/07/13 14:48:16.854944841,"{'stamp': {'secs': 1689252496, 'nsecs': 851016633}, 'frame_id': 'map'}","{'position': {'x': -2.102323532104492, 'y': -0.3932304084300995, 'z': -1.1570537090301514}, 'orientation': {'x': 0.03638561674687825, 'y': -0.010953358402499875, 'z': -0.9980294271396459, 'w': -0.04993368999949421}}"
2023/07/13 14:48:16.948289755,"{'stamp': {'secs': 1689252496, 'nsecs': 944019161}, 'frame_id': 'map'}","{'position': {'x': -2.1235544681549072, 'y': -0.39485815167427063, 'z': -1.1628178358078003}, 'orientation': {'x': 0.05505799792569936, 'y': -0.019315605435996048, 'z': -0.9974469445843985, 'w': -0.04117179848273017}}"
2023/07/13 14:48:17.45565863,"{'stamp': {'secs': 1689252497, 'nsecs': 37936334}, 'frame_id': 'map'}","{'position': {'x': -2.1424758434295654, 'y': -0.3915014863014221, 'z': -1.1715949773788452}, 'orientation': {'x': 0.06515840411858104, 'y': -0.024353105292096628, 'z': -0.9969071726571935, 'w': -0.03657044899905198}}"
2023/07/13 14:48:17.149945585,"{'stamp': {'secs': 1689252497, 'nsecs': 145920637}, 'frame_id': 'map'}","{'position': {'x': -2.1594126224517822, 'y': -0.3895394504070282, 'z': -1.1794750690460205}, 'orientation': {'x': 0.06661999258226049, 'y': -0.020227693624590322, 'z': -0.9969377715780459, 'w': -0.035604727213801694}}"
2023/07/13 14:48:17.249469606,"{'stamp': {'secs': 1689252497, 'nsecs': 248069322}, 'frame_id': 'map'}","{'position': {'x': -2.174994707107544, 'y': -0.3883768916130066, 'z': -1.1824580430984497}, 'orientation': {'x': 0.06250160738201922, 'y': -0.005643502358508924, 'z': -0.9974568055341424, 'w': -0.03378788317455477}}"
2023/07/13 14:48:17.344197649,"{'stamp': {'secs': 1689252497, 'nsecs': 342834772}, 'frame_id': 'map'}","{'position': {'x': -2.1879777908325195, 'y': -0.39076972007751465, 'z': -1.182607889175415}, 'orientation': {'x': 0.052836277716640664, 'y': 0.0077263008014917586, 'z': -0.9979707902244459, 'w': -0.0346833373793457}}"
2023/07/13 14:48:17.445423916,"{'stamp': {'secs': 1689252497, 'nsecs': 440635197}, 'frame_id': 'map'}","{'position': {'x': -2.2012200355529785, 'y': -0.3898472785949707, 'z': -1.1838144063949585}, 'orientation': {'x': 0.04280816852748605, 'y': 0.017162159784847794, 'z': -0.9982468249804187, 'w': -0.03709713459763059}}"
2023/07/13 14:48:17.550044654,"{'stamp': {'secs': 1689252497, 'nsecs': 548852294}, 'frame_id': 'map'}","{'position': {'x': -2.2154767513275146, 'y': -0.39126884937286377, 'z': -1.183752417564392}, 'orientation': {'x': 0.039093407789865676, 'y': 0.0211066199203713, 'z': -0.9981277441377177, 'w': -0.04203834494200814}}"
2023/07/13 14:48:17.650594371,"{'stamp': {'secs': 1689252497, 'nsecs': 642809103}, 'frame_id': 'map'}","{'position': {'x': -2.2258002758026123, 'y': -0.38449010252952576, 'z': -1.1836934089660645}, 'orientation': {'x': 0.04390658131857578, 'y': 0.022427433352347627, 'z': -0.997587887377267, 'w': -0.04886337389398043}}"
2023/07/13 14:48:17.744948380,"{'stamp': {'secs': 1689252497, 'nsecs': 741645149}, 'frame_id': 'map'}","{'position': {'x': -2.2375197410583496, 'y': -0.38169071078300476, 'z': -1.1874959468841553}, 'orientation': {'x': 0.050511281645764204, 'y': 0.019688760435560223, 'z': -0.9968878272329471, 'w': -0.05723305909862941}}"
2023/07/13 14:48:17.851215309,"{'stamp': {'secs': 1689252497, 'nsecs': 850192614}, 'frame_id': 'map'}","{'position': {'x': -2.2542645931243896, 'y': -0.37300512194633484, 'z': -1.189687967300415}, 'orientation': {'x': 0.05738595418134953, 'y': 0.01849970335556549, 'z': -0.9959795244834562, 'w': -0.06625254748430892}}"
2023/07/13 14:48:17.941731146,"{'stamp': {'secs': 1689252497, 'nsecs': 938014899}, 'frame_id': 'map'}","{'position': {'x': -2.274474620819092, 'y': -0.37220460176467896, 'z': -1.1900866031646729}, 'orientation': {'x': 0.06134597930348592, 'y': 0.020468923868679535, 'z': -0.9949233293328916, 'w': -0.07710552981537044}}"
2023/07/13 14:48:18.48896776,"{'stamp': {'secs': 1689252498, 'nsecs': 42618513}, 'frame_id': 'map'}","{'position': {'x': -2.3008153438568115, 'y': -0.3651137351989746, 'z': -1.193674921989441}, 'orientation': {'x': 0.06242846994693134, 'y': 0.02181671001939182, 'z': -0.9930737889302321, 'w': -0.09711419589209253}}"
2023/07/13 14:48:18.153518342,"{'stamp': {'secs': 1689252498, 'nsecs': 140183822}, 'frame_id': 'map'}","{'position': {'x': -2.329620838165283, 'y': -0.3598608374595642, 'z': -1.1971125602722168}, 'orientation': {'x': 0.061743785627187804, 'y': 0.022464873356605148, 'z': -0.9900181206570011, 'w': -0.12468823189168804}}"
2023/07/13 14:48:18.254882490,"{'stamp': {'secs': 1689252498, 'nsecs': 247308293}, 'frame_id': 'map'}","{'position': {'x': -2.359808921813965, 'y': -0.3444604277610779, 'z': -1.202103853225708}, 'orientation': {'x': 0.06179717541925462, 'y': 0.023473199599616006, 'z': -0.9843837201949759, 'w': -0.1631527181074774}}"
